code_bassin_emploi,rome,rome_connexe,score
2405,K2304,N4105,.55261928
2405,K2305,F1502,.25316578
2405,K2305,F1501,.02738012
2405,K2305,I1603,.2504482
2405,K2306,I1308,.61523843
2405,K2306,I1306,.081601128
2405,K2306,I1307,.61742961
2405,K2501,C1502,.45160142
2405,K2501,I1306,.43320122
2405,K2501,H2206,.82875341
2405,K2502,H1210,.85835004
2405,K2502,I1304,.86409301
2405,K2502,F1103,.49529263
2405,K2503,I1304,.51244539
2405,K2503,I1306,.24006368
2405,K2503,N4105,.84333694
2405,K2601,N4101,.19039044
2405,K2601,N4102,.40021035
2405,K2601,N4105,.79582381
2405,K2602,A1501,.87720019
2405,K2603,N4102,.7984128
2405,K2603,I1603,.5137651
2405,K2603,A1501,.17755324
2405,L1103,G1401,.93776429
2405,L1103,G1402,.82233441
2405,L1401,G1402,.60344893
2405,L1401,K1903,.20020296
2405,L1401,M1805,.22350313
2405,L1503,F1502,.64798355
2405,L1503,F1106,.29691464
2405,L1503,F1503,.52266765
2405,L1504,F1502,.61662251
2405,L1504,I1309,.23572613
2405,L1504,F1501,.52342957
2405,L1505,I1305,.10558411
2405,L1505,I1309,.02686285
2405,L1505,I1306,.98286676
2405,L1506,I1306,.28748533
2405,L1506,F1501,.099069096
2405,L1506,I1603,.68809694
2405,L1508,H1206,.51104867
2405,L1508,I1305,.67173791
2405,L1508,I1310,.52466124
2405,L1509,F1501,.0053222203
2405,L1509,I1306,.81329936
2405,L1509,N4101,.3572301
2405,M1601,C1504,.17790298
2405,M1601,C1503,.85270005
2405,M1601,C1501,.074786991
2405,M1602,A1501,.087487355
2405,M1602,D1301,.41192427
2405,M1603,N4103,.22984782
2405,M1603,N4105,.80447239
2405,M1603,N4101,.54577446
2405,M1604,C1503,.12014275
2405,M1604,C1504,.052491151
2405,M1604,J1502,.80362856
2405,M1605,H1206,.48096743
2405,M1605,C1503,.95314354
2405,M1605,M1803,.68361044
2405,M1606,M1203,.35196716
2405,M1607,G1401,.86637068
2405,M1607,M1203,.027638009
2405,M1607,D1102,.59072727
2405,M1608,D1102,.22833085
2405,M1608,C1504,.6359368
2405,M1608,D1101,.85945892
2405,M1609,C1501,.11291503
2405,M1609,C1502,.32482314
2405,M1609,C1504,.54638046
2405,M1701,M1203,.096245617
2405,M1701,H1206,.97024632
2405,M1701,H1210,.93516308
2405,M1702,M1203,.77036399
2405,M1702,H1203,.11526801
2405,M1703,I1310,.59414542
2405,M1703,H1206,.73355776
2405,M1703,H1210,.87996656
2405,M1704,M1203,.72120112
2405,M1704,I1304,.40326247
2405,M1704,H1210,.6915409
2405,M1705,G1402,.58604002
2405,M1705,H1206,.056362811
2405,M1705,H1210,.44816926
2405,M1706,M1803,.19516465
2405,M1706,M1805,.68788618
2405,M1707,H1203,.14344189
2405,M1707,H1206,.74837792
2405,M1707,G1402,.5830003
2405,N1101,N4101,.75565529
2405,N1101,N4105,.41010159
2405,N1101,F1302,.72217727
2405,N1102,N4103,.6048761
2405,N1102,N4101,.18565033
2405,N1102,N4105,.81114566
2405,N1103,N4101,.98202103
2405,N1103,H3202,.80475968
2405,N1103,N4105,.69203126
2405,N1104,F1302,.49473143
2405,N1104,N4105,.15514557
2405,N1104,N4101,.38828981
2405,N1105,N4105,.70076817
2405,N1105,N4101,.78114951
2405,N2202,H1210,.64244229
2405,N2202,N4102,.27909508
2405,N2202,M1810,.55792701
2405,N2203,N4105,.42146054
2405,N2203,N4101,.07440377
2405,N2203,N4103,.17769966
2405,N2204,N4103,.083037972
2405,N2204,N4102,.58993828
2405,N2204,I1604,.059390422
2405,N2205,M1203,.73691255
2405,N2205,F1302,.56452119
2405,N3101,N4101,.10411777
2405,N3101,I1304,.17049734
2405,N3101,N4105,.32356566
2405,N3102,N4101,.43681091
2405,N3102,N4102,.5099414
2405,N3102,I1606,.94602334
2405,N3103,N4103,.92696124
2405,N3103,N4101,.9497596
2406,A1401,D1106,.78333676
2406,A1402,D1106,.23799002
2406,A1403,D1106,.95571488
2406,A1403,D1105,.80128789
2406,A1404,D1104,.095191173
2406,A1404,D1102,.3868154
2406,A1404,D1101,.18382043
2406,A1405,D1102,.80472887
2406,A1405,H3404,.7971912
2406,A1405,D1101,.54492348
2406,A1406,I1304,.8634944
2406,A1406,I1307,.97725123
2406,A1406,I1306,.53868061
2406,A1407,D1104,.95303458
2406,A1407,D1102,.45668143
2406,A1407,I1604,.87322521
2406,A1408,D1104,.20468466
2406,A1408,D1106,.43237615
2406,A1408,D1102,.39569414
2406,A1409,I1604,.30844361
2406,A1409,K2204,.01666606
2406,A1409,I1603,.65303123
2406,A1410,D1105,.14310411
2406,A1410,I1604,.71771932
2406,A1410,K2204,.19066834
2406,A1411,F1603,.026884733
2406,A1411,F1608,.63936174
2406,A1411,F1703,.43868461
2406,A1412,D1105,.41656324
2406,A1412,D1101,.6103977
2406,A1412,K2204,.1755563
2406,A1413,I1306,.58913136
2406,A1413,I1604,.34568715
2406,A1413,D1101,.22450209
2406,A1414,H3404,.14945312
2406,A1414,D1102,.42114502
2406,A1414,D1104,.63199234
2406,A1415,K2204,.8943271
2406,A1415,D1106,.33451721
2406,A1415,D1301,.64980179
2406,A1416,D1104,.032264989
2406,A1416,D1102,.29541299
2406,A1416,D1101,.80045408
2406,A1417,F1607,.59513807
2406,A1417,H2206,.11967287
2406,A1417,F1604,.33001113
2406,B1201,D1105,.94879645
2406,B1201,D1106,.2104065
2406,B1201,H2902,.14867854
2406,B1301,D1301,.025136601
2406,B1301,D1102,.73759806
2406,B1301,D1104,.034622844
2406,B1302,H3404,.6844784
2406,B1302,H2206,.20944665
2406,B1303,F1703,.34749717
2406,B1303,H2206,.17860174
2406,B1303,F1604,.20484693
2406,B1801,D1106,.24498115
2406,B1801,D1105,.94119853
2406,B1802,D1105,.99809724
2406,B1802,H3404,.95795023
2406,B1802,I1606,.75005001
2406,B1804,K2204,.78270906
2406,B1804,F1613,.063347995
2406,B1804,F1701,.62984866
2406,B1805,H2206,.43241021
2406,B1805,D1301,.51964808
2406,B1805,H1502,.0015931063
2406,B1806,H3404,.24851704
2406,B1806,D1101,.45767912
2406,B1806,D1301,.50767583
2406,C1101,M1801,.73792058
2406,C1101,M1805,.40234095
2406,C1101,M1203,.90761179
2406,C1102,D1301,.31186455
2406,C1102,M1203,.68236142
2406,C1102,C1504,.02498259
2406,C1103,C1504,.70482343
2406,C1103,M1203,.15479691
2406,C1103,I1604,.654329
2406,C1104,M1203,.080402002
2406,C1104,H1503,.43411654
2406,C1105,M1801,.38599154
2406,C1105,D1301,.37918165
2406,C1105,M1203,.08006826
2406,C1106,M1203,.23771319
2406,C1106,I1606,.044230055
2406,C1106,F1606,.15861474
2406,C1107,I1606,.82387477
2406,C1107,M1203,.85905838
2406,C1107,F1106,.32229242
2406,C1108,M1805,.81458676
2406,C1108,M1203,.57677251
2406,C1108,F1608,.3398717
2406,C1109,M1203,.50668776
2406,C1110,K2204,.1457451
2406,C1110,M1203,.97476941
2406,C1110,F1701,.17480819
2406,C1401,G1402,.88084519
2406,C1401,D1301,.84159809
2406,D1501,D1104,.17697515
2406,D1501,D1102,.043306913
2406,D1501,D1101,.27479205
2406,D1502,G1402,.04140503
2406,D1502,G1401,.96377081
2406,D1502,D1101,.53022999
2406,D1503,G1402,.29083771
2406,D1503,D1101,.65959948
2406,D1503,D1102,.0968192
2406,D1504,D1301,.047529351
2406,D1505,D1101,.96998459
2406,D1505,G1402,.86121947
2406,D1505,G1401,.85079288
2406,D1506,H1502,.68875927
2406,D1506,D1301,.36050642
2406,D1507,G1401,.061904233
2406,D1507,D1101,.41224417
2406,D1507,D1301,.40135723
2406,D1508,D1301,.96631789
2406,D1508,K2204,.16617678
2406,D1509,D1101,.26065844
2406,D1509,D1102,.80238992
2406,D1509,D1301,.92101973
2406,E1101,H1502,.32835069
2406,E1101,M1801,.5414986
2406,E1102,M1805,.62420493
2406,E1102,M1801,.19522479
2406,E1103,M1805,.12709363
2406,E1103,H1502,.29782015
2406,E1104,F1106,.21615881
2406,E1104,G1401,.26796332
2406,E1104,H1502,.25610536
2406,E1105,M1805,.39595485
2406,E1105,C1504,.54984391
2406,E1105,M1203,.69225222
2406,E1106,M1805,.21282017
2406,E1106,I1304,.0063594924
2406,E1106,M1801,.026645118
2406,E1107,G1401,.42710334
2406,E1107,G1402,.91313535
2406,E1107,H1502,.05916366
2406,E1108,I1604,.13927245
2406,E1108,M1203,.046071045
2406,E1108,H1502,.4215748
2406,E1201,D1102,.67244905
2406,E1201,K2204,.45168239
2406,E1201,D1104,.85263222
2406,E1202,M1805,.58312178
2406,E1202,K2204,.49729016
2406,E1202,M1801,.35875183
2406,E1203,I1607,.2434973
2406,E1203,I1606,.042087175
2406,E1203,D1106,.20297763
2406,E1204,K2204,.84367728
2406,E1204,I1306,.044009976
2406,E1205,H1502,.68871307
2406,E1205,H2902,.87000859
2406,E1205,M1805,.8673625
2406,G1101,D1301,.95910341
2406,G1102,M1805,.98479187
2406,G1102,D1301,.9964627
2406,G1102,M1203,.77336764
2406,G1201,I1604,.71342152
2406,G1202,M1805,.16658752
2406,G1204,D1104,.50460243
2406,G1204,D1101,.69084477
2406,G1204,F1106,.39284527
2406,G1205,F1701,.5839622
2406,G1205,F1703,.41221261
2406,G1205,F1610,.58188343
2406,G1206,K2204,.28262752
2406,G1206,G1401,.04319445
2406,G1206,G1402,.32745835
2406,G1702,D1105,.40912089
2406,G1702,D1106,.74253803
2406,G1702,K2204,.85021448
2406,G1703,C1504,.59543842
2406,G1703,G1402,.66854566
2406,G1703,G1401,.4368529
2406,G1801,G1402,.68181223
2406,G1801,D1301,.34811255
2406,G1801,G1401,.89085001
2406,G1802,G1401,.86808616
2406,G1802,D1104,.38669136
2406,G1802,G1402,.23560594
2406,G1803,G1402,.77852792
2406,G1803,G1401,.76699603
2406,G1803,D1101,.064089574
2406,G1804,G1401,.55751693
2406,G1804,G1402,.96371013
2406,G1804,D1301,.93035895
2406,H2101,H2902,.5563696
2406,H2101,D1101,.24216767
2406,H2101,D1105,.62958312
2406,H2102,I1304,.51608753
2406,H2102,I1306,.4042078
2406,H2601,I1307,.70102537
2406,H2601,F1603,.34045848
2406,H2601,F1602,.65041018
2406,H2602,I1307,.38931689
2406,H2602,H1502,.28688452
2406,H2602,F1603,.15711631
2406,H2603,I1307,.10353191
2406,H2603,H2903,.085099511
2406,H2603,I1306,.4107475
2406,H2604,H2903,.39653721
2406,H2604,I1306,.064288072
2406,H2604,H2902,.019212004
2406,H2605,F1603,.75006711
2406,H2605,I1604,.38460231
2406,H2605,I1606,.15467729
2406,H2701,I1306,.82146937
2406,H2701,H2903,.34686333
2406,H2701,I1304,.67214215
2406,H2801,H2903,.091415621
2406,H2801,H3404,.19686081
2406,H2801,F1602,.5645771
2406,H2802,H1503,.4719322
2406,H2802,H2909,.58647025
2406,H2802,H2903,.15395503
2406,H2803,I1306,.25411656
2406,H2803,H1502,.58371884
2406,H2803,H2903,.082318701
2406,H2804,H2903,.63044262
2406,H2804,H1502,.62387913
2406,H2804,H1503,.98525727
2406,I1401,I1607,.48385814
2406,I1401,M1801,.97709125
2406,I1401,I1307,.61091197
2406,I1402,I1603,.78787291
2406,I1402,I1307,.79394287
2406,I1402,I1604,.80703276
2406,I1501,F1607,.6915319
2406,I1501,I1603,.14251216
2406,I1501,I1606,.43456268
2406,I1502,I1603,.41268876
2406,I1502,F1604,.078343168
2406,I1502,I1307,.80286139
2406,I1503,F1603,.44168913
2406,I1503,H1502,.28143045
2406,I1503,H3404,.40337026
2406,K1201,K2204,.27252188
2406,K1202,K2204,.098085143
2406,K1202,D1301,.731938
2406,K1204,K2204,.54547304
2406,K1205,K2204,.6141516
2406,K1207,K2204,.5891794
2406,K1207,M1805,.51638877
2406,K1302,G1401,.10993718
2406,K1302,D1106,.25458977
2406,K1302,K2204,.037891954
2406,K1303,K2204,.35003591
2406,K1304,K2204,.70357025
2406,K1304,D1301,.56946588
2406,K1305,K2204,.16837068
2406,K2301,F1607,.13378304
2406,K2301,F1703,.74266309
2406,K2301,I1304,.48328075
2406,K2302,H1503,.036519449
2406,K2302,I1304,.70404965
2406,K2302,H2206,.68843335
2406,K2303,F1603,.7131409
2406,K2303,F1610,.54339427
2406,K2303,F1606,.25059828
2406,K2304,H3404,.12491683
2406,K2304,H2903,.76559186
2406,K2304,H2902,.18273722
2406,K2305,H3404,.45605624
2406,K2305,H2911,.055332422
2406,K2305,I1603,.97764915
2406,K2306,I1306,.99503064
2406,K2306,H1502,.73247838
2406,K2306,I1307,.95162022
2406,K2501,H2206,.59383649
2406,K2501,F1604,.38048667
2406,K2501,F1608,.063298114
2406,K2502,H1502,.4470655
2406,K2502,I1304,.8748731
2406,K2502,K2204,.50168449
2406,K2503,I1304,.82932127
2406,K2503,H1502,.95225841
2406,K2503,K2204,.3225629
2406,K2601,F1701,.93816173
2406,K2601,F1611,.22204192
2406,K2601,F1703,.34330365
2406,K2602,K2204,.65562028
2406,K2603,H3404,.98985332
2406,K2603,D1105,.38323104
2406,K2603,D1106,.12473021
2406,L1301,K2204,.2668238
2406,L1301,F1602,.1790397
2406,L1302,G1401,.4082121
2406,L1302,M1805,.62653601
2406,L1302,C1504,.48526314
2406,L1303,M1805,.51826519
2406,L1303,C1504,.59261674
2406,L1304,D1106,.36098516
2406,L1501,K2204,.98462272
2406,L1501,F1701,.19024563
2406,L1502,K2204,.61008888
2406,L1502,F1701,.15358588
2406,L1503,F1106,.17598298
2406,L1503,H2206,.54231346
2406,L1504,F1613,.3571572
2406,L1504,F1703,.22746319
2406,L1504,F1610,.70067811
2406,L1505,F1604,.75380039
2406,L1505,I1306,.0035963301
2406,L1505,H2206,.31321797
2406,L1506,F1613,.56211919
2406,L1506,I1603,.36331809
2406,L1506,F1603,.12863511
2406,L1508,F1603,.26452947
2406,L1508,I1304,.071584374
2406,L1508,F1604,.8823275
2406,L1509,I1306,.67788625
2406,L1509,F1613,.70521867
2406,L1509,F1703,.38867393
2406,M1501,C1504,.91585892
2406,M1501,M1801,.27830467
2406,M1501,M1203,.58769202
2406,M1502,M1805,.83852774
2406,M1502,G1402,.098737121
2406,M1502,H1502,.15344623
2406,M1503,F1202,.079695694
2406,M1503,M1203,.33433855
2406,M1503,G1402,.16605553
2406,M1601,K2204,.3454583
2406,M1601,C1504,.77936172
2406,M1602,D1301,.33793309
2406,M1602,D1106,.83218753
2406,M1602,K2204,.38672432
2406,M1603,K2204,.05966302
2406,M1604,C1504,.83330595
2406,M1604,M1203,.016458269
2406,M1605,H1502,.82529056
2406,M1605,F1202,.21079524
2406,M1606,K2204,.4767679
2406,M1606,M1203,.052975181
2406,M1607,D1106,.81836271
2406,M1607,D1102,.20555326
2406,M1607,D1301,.70692372
2406,M1608,M1203,.2708379
2406,M1608,D1101,.9108485
2406,M1608,D1106,.51145059
2406,M1609,D1106,.97795373
2406,M1609,C1504,.29410496
2406,M1609,D1301,.23332684
2406,M1701,I1304,.11687126
2406,M1701,M1203,.11722887
2406,M1701,M1805,.92543155
2406,M1702,M1203,.12371264
2406,M1703,H1502,.033554584
2406,M1703,I1304,.80861354
2406,M1703,D1301,.93086344
2406,M1704,M1805,.36293119
2406,M1704,I1304,.15757927
2406,M1704,M1203,.47263017
2406,M1705,G1401,.088215448
2406,M1705,G1402,.71879643
2406,M1705,H1502,.64635605
2406,M1706,M1801,.68838668
2406,M1706,M1805,.41292596
2406,M1707,G1402,.55007064
2406,M1707,I1304,.27218297
2406,M1707,G1401,.57520211
2406,N1101,I1304,.34497222
2406,N1101,D1106,.060735632
2406,N1101,H3404,.37202924
2406,N1102,I1603,.93357658
2406,N1102,I1304,.49962559
2406,N1102,I1306,.46285495
2406,N1103,D1106,.13770373
2406,N1103,H3404,.62643564
2406,N1103,I1304,.81373554
2406,N1104,H2911,.33749771
2406,N1104,H2913,.78807676
2406,N1104,H2902,.8642028
2406,N1105,K2204,.99152827
2406,N1105,F1704,.9462772
2406,N2201,K2204,.7435236
2406,N2202,F1602,.19354407
2406,N2202,I1304,.79677027
2406,N2202,M1801,.23738168
2406,N2203,F1604,.66257358
2406,N2203,H3404,.26938078
2406,N2203,H2902,.9092086
2406,N2204,I1604,.60873961
2406,N2204,K2204,.76251704
2406,N2205,K2204,.71236819
2406,N2205,M1203,.082253613
2406,N3101,I1304,.35415331
2406,N3102,H2206,.98422259
2406,N3102,I1304,.46681017
2406,N3102,I1606,.98914522
2406,N3103,K2204,.89209735
2407,A1201,D1101,.9093588
2407,A1201,D1102,.60625964
2407,A1201,I1607,.32006723
2407,A1202,F1602,.94195533
2407,A1202,I1604,.8889603
2407,A1202,F1302,.25777298
2407,A1203,N4101,.74177027
2407,A1203,F1604,.28888857
2407,A1203,F1613,.67063516
2407,A1204,I1604,.44521031
2407,A1204,K2204,.50732106
2407,A1205,D1102,.0872503
2407,A1205,D1101,.92635167
2407,A1205,D1104,.37590024
2407,B1101,I1604,.21930967
2407,B1101,D1106,.82072508
2407,B1101,D1104,.24507341
2407,B1201,D1106,.5983237
2407,B1201,H2902,.95084035
2407,C1101,M1203,.54729819
2407,C1102,D1301,.062072583
2407,C1102,M1203,.8029899
2407,C1103,K2204,.66995645
2407,C1103,I1604,.069678918
2407,C1103,A1501,.59176546
2407,C1104,M1203,.41044843
2407,C1105,D1301,.80761266
2407,C1105,K2204,.62661785
2407,C1105,M1203,.54260236
2407,C1106,F1606,.92428035
2407,C1106,M1203,.3176589
2407,C1106,I1606,.25410068
2407,C1107,N4105,.22356705
2407,C1107,I1606,.79188114
2407,C1107,D1106,.35339618
2407,C1108,F1611,.77794838
2407,C1108,F1613,.58008617
2407,C1108,F1703,.51759529
2407,C1109,A1501,.87244523
2407,C1109,M1203,.30959377
2407,C1110,F1701,.066159829
2407,C1110,A1501,.51293552
2407,C1110,K2204,.90678585
2407,C1201,D1301,.18145539
2407,C1201,A1501,.15991856
2407,C1202,M1203,.91965127
2407,C1202,K2204,.79529405
2407,C1203,M1203,.029688042
2407,C1204,K2204,.3659372
2407,C1204,D1301,.52099138
2407,C1205,A1501,.50252432
2407,C1205,D1301,.05291279
2407,C1205,M1203,.98024338
2407,C1206,M1203,.87652051
2407,C1206,D1301,.37074518
2407,C1207,N4203,.52445424
2407,C1207,M1203,.023659516
2407,C1207,D1301,.60444254
2407,D1501,D1106,.092708796
2407,D1501,K2204,.37939668
2407,D1501,N4105,.38289505
2407,D1502,D1106,.73411834
2407,D1502,D1101,.98017877
2407,D1502,D1102,.42668954
2407,D1503,D1104,.6095922
2407,D1503,D1102,.66276687
2407,D1503,D1301,.82246804
2407,D1504,A1501,.78725904
2407,D1504,D1106,.91774452
2407,D1504,D1301,.50639439
2407,D1505,D1102,.10269795
2407,D1505,D1301,.31943908
2407,D1505,D1104,.63350689
2407,D1506,D1301,.038774766
2407,D1506,D1106,.00011838808
2407,D1507,D1106,.57863998
2407,D1507,N4105,.99507415
2407,D1507,D1301,.84083402
2407,D1508,K2204,.72335714
2407,D1508,D1301,.64042825
2407,D1508,D1106,.96161532
2407,D1509,D1101,.01137129
2407,D1509,D1104,.038712803
2407,D1509,D1106,.30202499
2407,E1101,N4203,.44919845
2407,E1104,M1203,.24158022
2407,E1105,M1203,.19870567
2407,E1106,M1203,.96784079
2407,E1107,D1301,.35145798
2407,E1108,I1604,.43339473
2407,E1108,M1203,.087967128
2407,G1201,I1604,.09921509
2407,G1204,D1104,.31585243
2407,G1204,I1604,.77530783
2407,G1204,D1101,.60056776
2407,G1205,F1703,.028695386
2407,G1205,F1611,.47588992
2407,G1205,F1701,.82944208
2407,G1206,A1501,.24410737
2407,G1206,K2204,.61910385
2407,G1701,A1501,.99340981
2407,G1702,N4102,.6360926
2407,G1702,K2204,.49688897
2407,G1702,D1106,.022529449
2407,G1703,D1301,.6979028
2407,G1801,D1102,.35894135
2407,G1801,D1101,.5620299
2407,G1801,D1104,.34890357
2407,G1802,D1104,.62155575
2407,G1802,D1101,.39245915
2407,G1802,D1102,.70007598
2407,G1803,D1106,.98127806
2407,G1803,D1104,.89992863
2407,G1803,D1102,.97078443
2407,G1804,D1301,.94648761
2407,G1804,D1106,.14149581
2407,H2101,H2902,.27553153
2407,H2101,D1106,.16232832
2407,H2101,D1102,.061477691
2407,H2701,N4105,.94632882
2407,H2801,F1602,.15792374
2407,H2801,F1604,.16564938
2407,H2801,F1603,.17941026
2407,H2802,F1703,.42052889
2407,H2802,N4101,.31383556
2407,H2802,F1613,.46118906
2407,H2803,I1606,.76650017
2407,H2804,F1611,.14123395
2407,H2804,F1302,.44116506
2407,H2804,F1704,.72058225
2407,H2805,N4105,.046049774
2407,I1201,I1604,.13671611
2407,I1201,N4101,.038308874
2407,I1201,H2911,.68233037
2407,I1202,F1603,.65444076
2407,I1202,F1606,.4226388
2407,I1202,N4101,.39543653
2407,I1203,F1604,.28545877
2407,I1203,F1607,.70965248
2407,I1203,N4101,.51623255
2407,I1501,H2913,.78990561
2407,I1501,F1611,.34950599
2407,I1501,F1604,.56023759
2407,I1502,N4102,.16983716
2407,I1502,I1604,.22913195
2407,I1502,H2902,.75858057
2407,I1503,F1603,.67239392
2407,I1503,F1602,.12910974
2407,I1503,F1604,.11076079
2407,K1601,M1203,.77103055
2407,K1602,K2204,.95889038
2407,K1801,J1402,.81352794
2407,K1801,M1203,.39745396
2407,K1802,M1203,.48973206
2407,K2102,D1301,.5782519
2407,K2102,M1203,.65202111
2407,K2103,M1203,.34207708
2407,K2103,K2204,.187388
2407,K2103,A1501,.69654894
2407,K2104,K2204,.4176257
2407,K2104,A1501,.13825151
2407,K2104,I1604,.13519412
2407,K2106,D1301,.68371254
2407,K2106,D1106,.50172645
2407,K2107,M1203,.11451757
2407,K2107,I1606,.4877975
2407,K2107,I1604,.34755194
2407,K2108,I1604,.79543233
2407,K2108,I1603,.45940778
2407,K2109,H2911,.2769264
2407,K2109,H2902,.24006483
2407,K2109,I1604,.50584173
2407,K2110,N4101,.12118579
2407,K2110,I1603,.85821533
2407,K2110,M1203,.16005777
2407,K2111,I1604,.619201
2407,K2111,D1301,.56214947
2407,K2112,A1501,.35741025
2407,K2112,M1203,.69743443
2407,K2301,F1607,.67472053
2407,K2301,F1701,.48042822
2407,K2301,F1703,.058852918
2407,K2302,M1203,.14834465
2407,K2302,K2204,.37528634
2407,K2303,I1604,.043589398
2407,K2303,F1606,.92409801
2407,K2303,F1603,.57248425
2407,K2304,N4105,.70968622
2407,K2304,H2902,.012811714
2407,K2304,I1603,.37428248
2407,K2305,I1603,.76927245
2407,K2305,H2911,.59025097
2407,K2305,N4105,.22471099
2407,K2501,F1607,.49405441
2407,K2501,F1604,.13533182
2407,K2501,K2204,.12079319
2407,K2502,K2204,.86615974
2407,K2502,I1604,.28514367
2407,K2503,N4105,.065901816
2407,K2503,N4102,.27220306
2407,K2503,K2204,.26000887
2407,L1202,N4101,.24853116
2407,L1204,F1701,.70912504
2407,L1204,N4105,.80254304
2407,L1204,F1613,.1629058
2407,L1301,K2204,.7514298
2407,L1301,F1602,.70703363
2407,L1302,M1203,.24210928
2407,L1303,A1501,.20747016
2407,L1304,N4105,.91589034
2407,L1304,D1106,.48569438
2407,L1401,A1501,.37298334
2407,M1102,M1203,.98002416
2407,M1701,M1203,.13292143
2407,M1701,D1301,.96326965
2407,M1702,D1106,.46003932
2407,M1702,M1203,.62081361
2407,M1703,D1301,.34876445
2407,M1704,M1203,.070213959
2407,M1704,N4203,.32234085
2407,M1705,D1106,.3387123
2407,M1707,D1301,.028327422
2407,N1101,H2902,.52739561
2407,N1101,N4101,.65777886
2407,N1101,H2911,.84246546
2407,N1102,F1302,.46772656
2407,N1102,I1603,.93571949
2407,N1102,I1604,.19463082
2407,N1103,H2902,.4039959
2407,N1103,D1301,.095415652
2407,N1103,N4105,.68257219
2407,N1104,H2911,.79952425
2407,N1104,I1604,.77542722
2407,N1104,H2902,.41407153
2407,N1105,N4105,.18484622
2407,N1105,F1704,.37156701
2407,N1105,N4101,.60764855
2407,N2201,N4203,.69424784
2407,N2202,N4102,.16324483
2407,N2202,F1602,.68331301
2407,N2202,J1402,.90035838
2407,N2203,N4101,.86557764
2407,N2203,H2902,.60217762
2407,N2203,N4105,.30084112
2407,N2204,K2204,.32410857
2407,N2204,N4203,.99946928
2407,N2204,I1604,.93214786
2407,N2205,F1302,.943959
2407,N2205,N4203,.12357471
2407,N2205,M1203,.40676436
2408,A1401,N4101,.43634552
2408,A1401,D1106,.10000615
2408,A1401,N4105,.12842686
2408,A1402,D1106,.02213851
2408,A1402,N4105,.87408698
2408,A1403,D1106,.5434224
2408,A1404,N4101,.65356094
2408,A1404,D1104,.7054379
2408,A1404,D1102,.68811935
2408,A1405,D1301,.66114247
2408,A1405,D1106,.94238454
2408,A1405,D1104,.093704671
2408,A1406,N4101,.25934902
2408,A1406,D1106,.45472324
2408,A1407,D1104,.70770985
2408,A1407,D1106,.90370768
2408,A1407,I1604,.86850822
2408,A1408,D1106,.99756163
2408,A1408,D1104,.50609308
2408,A1408,D1102,.48213208
2408,A1409,H3201,.35823005
2408,A1409,K2204,.26650196
2408,A1409,D1106,.87448311
2408,A1410,D1106,.93505502
2408,A1410,K2204,.93214464
2408,A1410,I1604,.94162714
2408,A1411,F1703,.45031855
2408,A1411,K2204,.73251051
2408,A1411,D1106,.84923351
2408,A1412,D1106,.11556724
2408,A1412,D1101,.59484804
2408,A1412,K2204,.25354928
2408,A1413,D1102,.022967467
2408,A1413,D1104,.96083266
2408,A1413,D1106,.17213191
2408,A1414,D1102,.70458359
2408,A1414,D1104,.96927023
2408,A1414,D1106,.94603169
2408,A1415,D1106,.52363575
2408,A1415,D1301,.99314225
2408,A1415,K2204,.55631214
2408,A1416,D1101,.2444666
2408,A1416,D1102,.095119223
2408,A1416,D1106,.60609466
2408,A1417,N4105,.91807097
2408,B1101,D1106,.58334285
2408,B1101,F1503,.45710486
2408,B1101,I1604,.0068852534
2408,B1301,D1101,.49999863
2408,B1301,D1102,.33271807
2408,B1301,D1104,.48007742
2408,B1302,D1106,.10532851
2408,B1302,F1503,.14588097
2408,B1303,F1703,.38441202
2408,B1303,F1503,.4436852
2408,B1303,D1106,.93008512
2408,C1401,D1301,.91138917
2408,D1201,D1102,.68936557
2408,D1201,D1301,.53780538
2408,D1201,D1104,.60058779
2408,D1202,D1301,.1291873
2408,D1202,D1102,.29987544
2408,D1202,D1104,.98279917
2408,D1203,D1102,.62027031
2408,D1203,D1106,.19094533
2408,D1203,K2204,.74497908
2408,D1204,K2204,.42177543
2408,D1204,I1604,.72739357
2408,D1204,N4101,.54271901
2408,D1205,D1106,.14788944
2408,D1205,D1104,.62320179
2408,D1205,D1102,.55439812
2408,D1207,D1101,.67176688
2408,D1207,D1106,.24550298
2408,D1208,D1301,.22851142
2408,D1208,D1102,.46314514
2408,D1208,D1104,.73608834
2408,D1209,D1101,.74023676
2408,D1209,D1104,.46502
2408,D1209,D1102,.41749763
2408,D1210,K2204,.43542007
2408,D1210,D1102,.1183542
2408,D1210,D1101,.8489626
2408,D1211,D1106,.028707964
2408,D1211,D1102,.61050093
2408,D1211,D1101,.73102289
2408,D1212,N4101,.35319507
2408,D1212,D1106,.63783938
2408,D1212,N4105,.24422638
2408,D1213,D1301,.26443204
2408,D1213,D1101,.51850897
2408,D1213,D1106,.11718287
2408,D1214,D1104,.58227402
2408,D1214,D1101,.13030985
2408,D1214,D1301,.45780081
2408,E1107,D1301,.6027891
2408,E1108,I1604,.91734773
2408,E1401,D1301,.50914264
2408,G1101,D1301,.27361187
2408,G1102,D1301,.30831936
2408,G1201,I1604,.0047810036
2408,G1204,I1604,.44576582
2408,G1204,D1101,.29968506
2408,G1204,D1104,.003254785
2408,G1205,F1501,.61750084
