rome_id,rome_label,naf_id,naf_label,hirings
F1701,Construction en béton,4120A,Construction de maisons individuelles,917
F1701,Construction en béton,4120B,Construction d'autres bâtiments,7821
F1701,Construction en béton,4213A,Construction d'ouvrages d'art,529
F1701,Construction en béton,4213B,Construction et entretien de tunnels,91
F1701,Construction en béton,4291Z,Construction d'ouvrages maritimes et fluviaux,63
F1701,Construction en béton,4299Z,Construction d'autres ouvrages de génie civil n.c.a.,563
F1701,Construction en béton,4399B,Travaux de montage de structures métalliques,507
F1701,Construction en béton,4399C,Travaux de maçonnerie générale et gros œuvre de bâtiment,8322
F1702,Construction de routes et voies,4211Z,Construction de routes et autoroutes,1971
F1702,Construction de routes et voies,4212Z,Construction de voies ferrées de surface et souterraines,395
F1702,Construction de routes et voies,4312A,Travaux de terrassement courants et travaux préparatoires,924
F1702,Construction de routes et voies,4399C,Travaux de maçonnerie générale et gros œuvre de bâtiment,800
F1703,Maçonnerie,0811Z,"Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise",44
F1703,Maçonnerie,2361Z,Fabrication d'éléments en béton pour la construction,821
F1703,Maçonnerie,2369Z,"Fabrication d'autres ouvrages en béton, en ciment ou en plâtre",37
F1703,Maçonnerie,2370Z,"Taille, façonnage et finissage de pierres",180
F1703,Maçonnerie,4120A,Construction de maisons individuelles,4299
F1703,Maçonnerie,4120B,Construction d'autres bâtiments,13535
F1703,Maçonnerie,4211Z,Construction de routes et autoroutes,2068
F1703,Maçonnerie,4213A,Construction d'ouvrages d'art,543
F1703,Maçonnerie,4221Z,Construction de réseaux pour fluides,1218
F1703,Maçonnerie,4299Z,Construction d'autres ouvrages de génie civil n.c.a.,736
F1703,Maçonnerie,4311Z,Travaux de démolition,558
F1703,Maçonnerie,4312A,Travaux de terrassement courants et travaux préparatoires,2392
F1703,Maçonnerie,4312B,Travaux de terrassement spécialisés ou de grande masse,675
F1703,Maçonnerie,4322A,Travaux d'installation d'eau et de gaz en tous locaux,457
F1703,Maçonnerie,4329B,Autres travaux d'installation n.c.a.,128
F1703,Maçonnerie,4331Z,Travaux de plâtrerie,819
F1703,Maçonnerie,4332C,Agencement de lieux de vente,283
F1703,Maçonnerie,4333Z,Travaux de revêtement des sols et des murs,1077
F1703,Maçonnerie,4334Z,Travaux de peinture et vitrerie,1395
F1703,Maçonnerie,4339Z,Autres travaux de finition,610
F1703,Maçonnerie,4391B,Travaux de couverture par éléments,701
F1703,Maçonnerie,4399A,Travaux d'étanchéification,677
F1703,Maçonnerie,4399B,Travaux de montage de structures métalliques,255
F1703,Maçonnerie,4399C,Travaux de maçonnerie générale et gros œuvre de bâtiment,33900
F1703,Maçonnerie,4399D,Autres travaux spécialisés de construction,923
F1703,Maçonnerie,6810Z,Activités des marchands de biens immobiliers,66
F1703,Maçonnerie,8130Z,Services d'aménagement paysager,468
F1703,Maçonnerie,9603Z,Services funéraires,141
F1704,Préparation du gros oeuvre et des travaux publics,0811Z,"Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise",37
F1704,Préparation du gros oeuvre et des travaux publics,2361Z,Fabrication d'éléments en béton pour la construction,408
F1704,Préparation du gros oeuvre et des travaux publics,2752Z,Fabrication d'appareils ménagers non électriques,17
F1704,Préparation du gros oeuvre et des travaux publics,3900Z,Dépollution et autres services de gestion des déchets,298
F1704,Préparation du gros oeuvre et des travaux publics,4120A,Construction de maisons individuelles,1005
F1704,Préparation du gros oeuvre et des travaux publics,4120B,Construction d'autres bâtiments,3087
F1704,Préparation du gros oeuvre et des travaux publics,4211Z,Construction de routes et autoroutes,2766
F1704,Préparation du gros oeuvre et des travaux publics,4213A,Construction d'ouvrages d'art,202
F1704,Préparation du gros oeuvre et des travaux publics,4221Z,Construction de réseaux pour fluides,1336
F1704,Préparation du gros oeuvre et des travaux publics,4222Z,Construction de réseaux électriques et de télécommunications,851
F1704,Préparation du gros oeuvre et des travaux publics,4299Z,Construction d'autres ouvrages de génie civil n.c.a.,285
F1704,Préparation du gros oeuvre et des travaux publics,4311Z,Travaux de démolition,1089
F1704,Préparation du gros oeuvre et des travaux publics,4312A,Travaux de terrassement courants et travaux préparatoires,2175
F1704,Préparation du gros oeuvre et des travaux publics,4312B,Travaux de terrassement spécialisés ou de grande masse,577
F1704,Préparation du gros oeuvre et des travaux publics,4313Z,Forages et sondages,99
F1704,Préparation du gros oeuvre et des travaux publics,4339Z,Autres travaux de finition,281
F1704,Préparation du gros oeuvre et des travaux publics,4391B,Travaux de couverture par éléments,468
F1704,Préparation du gros oeuvre et des travaux publics,4399A,Travaux d'étanchéification,794
F1704,Préparation du gros oeuvre et des travaux publics,4399B,Travaux de montage de structures métalliques,307
F1704,Préparation du gros oeuvre et des travaux publics,4399C,Travaux de maçonnerie générale et gros œuvre de bâtiment,7508
F1704,Préparation du gros oeuvre et des travaux publics,4399D,Autres travaux spécialisés de construction,666
F1704,Préparation du gros oeuvre et des travaux publics,8129B,Autres activités de nettoyage n.c.a.,166
F1705,Pose de canalisations,4211Z,Construction de routes et autoroutes,278
F1705,Pose de canalisations,4221Z,Construction de réseaux pour fluides,549
F1705,Pose de canalisations,4312A,Travaux de terrassement courants et travaux préparatoires,328
F1706,Préfabrication en béton industriel,2361Z,Fabrication d'éléments en béton pour la construction,134
F1706,Préfabrication en béton industriel,2593Z,"Fabrication d'articles en fils métalliques, de chaînes et de ressorts",7
F1706,Préfabrication en béton industriel,4120B,Construction d'autres bâtiments,22
G1101,Accueil touristique,5010Z,Transports maritimes et côtiers de passagers,56
G1101,Accueil touristique,5510Z,Hôtels et hébergement similaire,992
G1101,Accueil touristique,7911Z,Activités des agences de voyage,316
G1101,Accueil touristique,7990Z,Autres services de réservation et activités connexes,694
G1101,Accueil touristique,8411Z,Administration publique générale,669
G1101,Accueil touristique,9103Z,Gestion des sites et monuments historiques et des attractions touristiques similaires,312
G1101,Accueil touristique,9104Z,Gestion des jardins botaniques et zoologiques et des réserves naturelles,68
G1102,Promotion du tourisme local,7990Z,Autres services de réservation et activités connexes,308
G1102,Promotion du tourisme local,8411Z,Administration publique générale,511
G1102,Promotion du tourisme local,9499Z,Autres organisations fonctionnant par adhésion volontaire,215
G1201,"Accompagnement de voyages, d'activités culturelles ou sportives",5030Z,Transports fluviaux de passagers,45
G1201,"Accompagnement de voyages, d'activités culturelles ou sportives",7021Z,Conseil en relations publiques et communication,127
G1201,"Accompagnement de voyages, d'activités culturelles ou sportives",7911Z,Activités des agences de voyage,334
G1201,"Accompagnement de voyages, d'activités culturelles ou sportives",7990Z,Autres services de réservation et activités connexes,449
G1201,"Accompagnement de voyages, d'activités culturelles ou sportives",8411Z,Administration publique générale,436
G1201,"Accompagnement de voyages, d'activités culturelles ou sportives",9102Z,Gestion des musées,105
G1201,"Accompagnement de voyages, d'activités culturelles ou sportives",9103Z,Gestion des sites et monuments historiques et des attractions touristiques similaires,361
G1202,Animation d'activités culturelles ou ludiques,5520Z,Hébergement touristique et autre hébergement de courte durée,1116
G1202,Animation d'activités culturelles ou ludiques,7912Z,Activités des voyagistes,160
G1202,Animation d'activités culturelles ou ludiques,8411Z,Administration publique générale,2315
G1202,Animation d'activités culturelles ou ludiques,9003A,Création artistique relevant des arts plastiques,25
G1202,Animation d'activités culturelles ou ludiques,9101Z,Gestion des bibliothèques et des archives,6
G1202,Animation d'activités culturelles ou ludiques,9329Z,Autres activités récréatives et de loisirs,661
G1202,Animation d'activités culturelles ou ludiques,9499Z,Autres organisations fonctionnant par adhésion volontaire,1867
G1203,Animation de loisirs auprès d'enfants ou d'adolescents,5520Z,Hébergement touristique et autre hébergement de courte durée,2342
G1203,Animation de loisirs auprès d'enfants ou d'adolescents,5913A,Distribution de films cinématographiques,38
G1203,Animation de loisirs auprès d'enfants ou d'adolescents,7912Z,Activités des voyagistes,93
G1203,Animation de loisirs auprès d'enfants ou d'adolescents,8411Z,Administration publique générale,17016
G1203,Animation de loisirs auprès d'enfants ou d'adolescents,8412Z,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale",287
G1203,Animation de loisirs auprès d'enfants ou d'adolescents,8510Z,Enseignement pré-primaire,10
G1203,Animation de loisirs auprès d'enfants ou d'adolescents,8551Z,Enseignement de disciplines sportives et d'activités de loisirs,124
G1203,Animation de loisirs auprès d'enfants ou d'adolescents,8790A,Hébergement social pour enfants en difficultés,518
G1203,Animation de loisirs auprès d'enfants ou d'adolescents,8891A,Accueil de jeunes enfants,2271
G1203,Animation de loisirs auprès d'enfants ou d'adolescents,8899A,Autre accueil ou accompagnement sans hébergement d'enfants et d'adolescents,371
G1203,Animation de loisirs auprès d'enfants ou d'adolescents,8899B,Action sociale sans hébergement n.c.a.,2973
G1203,Animation de loisirs auprès d'enfants ou d'adolescents,9004Z,Gestion de salles de spectacles,392
G1203,Animation de loisirs auprès d'enfants ou d'adolescents,9312Z,Activités de clubs de sports,746
G1203,Animation de loisirs auprès d'enfants ou d'adolescents,9319Z,Autres activités liées au sport,209
G1203,Animation de loisirs auprès d'enfants ou d'adolescents,9329Z,Autres activités récréatives et de loisirs,2394
G1203,Animation de loisirs auprès d'enfants ou d'adolescents,9499Z,Autres organisations fonctionnant par adhésion volontaire,5032
G1204,Éducation en activités sportives,0143Z,Élevage de chevaux et d'autres équidés,93
G1204,Éducation en activités sportives,4764Z,Commerce de détail d'articles de sport en magasin spécialisé,1038
G1204,Éducation en activités sportives,4939C,Téléphériques et remontées mécaniques,411
G1204,Éducation en activités sportives,7721Z,Location et location-bail d'articles de loisirs et de sport,172
G1204,Éducation en activités sportives,8411Z,Administration publique générale,5998
G1204,Éducation en activités sportives,8425Z,Services du feu et de secours,26
G1204,Éducation en activités sportives,8551Z,Enseignement de disciplines sportives et d'activités de loisirs,1266
G1204,Éducation en activités sportives,9311Z,Gestion d'installations sportives,1389
G1204,Éducation en activités sportives,9312Z,Activités de clubs de sports,7497
G1204,Éducation en activités sportives,9313Z,Activités des centres de culture physique,942
G1204,Éducation en activités sportives,9319Z,Autres activités liées au sport,1201
G1204,Éducation en activités sportives,9321Z,Activités des parcs d'attractions et parcs à thèmes,269
G1204,Éducation en activités sportives,9329Z,Autres activités récréatives et de loisirs,1516
G1204,Éducation en activités sportives,9499Z,Autres organisations fonctionnant par adhésion volontaire,2012
G1204,Éducation en activités sportives,9604Z,Entretien corporel,276
G1205,Personnel d'attractions ou de structures de loisirs,8411Z,Administration publique générale,44
G1205,Personnel d'attractions ou de structures de loisirs,9321Z,Activités des parcs d'attractions et parcs à thèmes,284
G1205,Personnel d'attractions ou de structures de loisirs,9329Z,Autres activités récréatives et de loisirs,138
G1206,Personnel technique des jeux,5510Z,Hôtels et hébergement similaire,40
G1206,Personnel technique des jeux,9200Z,Organisation de jeux de hasard et d'argent,391
G1206,Personnel technique des jeux,9329Z,Autres activités récréatives et de loisirs,23
G1301,Conception de produits touristiques,5520Z,Hébergement touristique et autre hébergement de courte durée,88
G1301,Conception de produits touristiques,7911Z,Activités des agences de voyage,448
G1301,Conception de produits touristiques,7912Z,Activités des voyagistes,175
G1302,Optimisation de produits touristiques,5510Z,Hôtels et hébergement similaire,83
G1302,Optimisation de produits touristiques,5520Z,Hébergement touristique et autre hébergement de courte durée,16
G1302,Optimisation de produits touristiques,7911Z,Activités des agences de voyage,20
G1303,Vente de voyages,5010Z,Transports maritimes et côtiers de passagers,31
G1303,Vente de voyages,7911Z,Activités des agences de voyage,1090
G1303,Vente de voyages,7912Z,Activités des voyagistes,236
G1303,Vente de voyages,7990Z,Autres services de réservation et activités connexes,166
G1401,Assistance de direction d'hôtel-restaurant,5510Z,Hôtels et hébergement similaire,1707
G1401,Assistance de direction d'hôtel-restaurant,5610A,Restauration traditionnelle,2720
G1401,Assistance de direction d'hôtel-restaurant,5610C,Restauration de type rapide,1095
G1402,Management d'hôtel-restaurant,5510Z,Hôtels et hébergement similaire,1298
G1402,Management d'hôtel-restaurant,5610A,Restauration traditionnelle,3486
G1402,Management d'hôtel-restaurant,5610C,Restauration de type rapide,706
G1403,Gestion de structure de loisirs ou d'hébergement touristique,5510Z,Hôtels et hébergement similaire,229
G1403,Gestion de structure de loisirs ou d'hébergement touristique,5520Z,Hébergement touristique et autre hébergement de courte durée,294
G1403,Gestion de structure de loisirs ou d'hébergement touristique,5530Z,Terrains de camping et parcs pour caravanes ou véhicules de loisirs,382
G1404,Management d'établissement de restauration collective,5510Z,Hôtels et hébergement similaire,117
G1404,Management d'établissement de restauration collective,5629A,Restauration collective sous contrat,274
G1404,Management d'établissement de restauration collective,5629B,Autres services de restauration n.c.a.,241
G1501,Personnel d'étage,5510Z,Hôtels et hébergement similaire,12545
G1501,Personnel d'étage,7830Z,Autre mise à disposition de ressources humaines,1367
G1501,Personnel d'étage,8121Z,Nettoyage courant des bâtiments,4113
G1502,Personnel polyvalent d'hôtellerie,5510Z,Hôtels et hébergement similaire,1424
G1502,Personnel polyvalent d'hôtellerie,5610A,Restauration traditionnelle,464
G1502,Personnel polyvalent d'hôtellerie,8121Z,Nettoyage courant des bâtiments,300
G1503,Management du personnel d'étage,5510Z,Hôtels et hébergement similaire,1645
G1503,Management du personnel d'étage,5520Z,Hébergement touristique et autre hébergement de courte durée,295
G1503,Management du personnel d'étage,8121Z,Nettoyage courant des bâtiments,429
G1601,Management du personnel de cuisine,5510Z,Hôtels et hébergement similaire,1942
G1601,Management du personnel de cuisine,5610A,Restauration traditionnelle,7225
G1601,Management du personnel de cuisine,5621Z,Services des traiteurs,426
G1601,Management du personnel de cuisine,5629A,Restauration collective sous contrat,1213
G1602,Personnel de cuisine,0321Z,Aquaculture en mer,23
G1602,Personnel de cuisine,0729Z,Extraction d'autres minerais de métaux non ferreux,17
G1602,Personnel de cuisine,1013A,Préparation industrielle de produits à base de viande,244
G1602,Personnel de cuisine,1013B,Charcuterie,279
G1602,Personnel de cuisine,1071D,Pâtisserie,232
G1602,Personnel de cuisine,1085Z,Fabrication de plats préparés,268
G1602,Personnel de cuisine,4722Z,Commerce de détail de viandes et de produits à base de viande en magasin spécialisé,483
G1602,Personnel de cuisine,4723Z,"Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé",114
G1602,Personnel de cuisine,4725Z,Commerce de détail de boissons en magasin spécialisé,112
G1602,Personnel de cuisine,5030Z,Transports fluviaux de passagers,64
G1602,Personnel de cuisine,5510Z,Hôtels et hébergement similaire,12906
G1602,Personnel de cuisine,5520Z,Hébergement touristique et autre hébergement de courte durée,2745
G1602,Personnel de cuisine,5530Z,Terrains de camping et parcs pour caravanes ou véhicules de loisirs,892
G1602,Personnel de cuisine,5610A,Restauration traditionnelle,47564
G1602,Personnel de cuisine,5610B,Cafétérias et autres libres-services,316
G1602,Personnel de cuisine,5610C,Restauration de type rapide,7202
G1602,Personnel de cuisine,5621Z,Services des traiteurs,2480
G1602,Personnel de cuisine,5629A,Restauration collective sous contrat,5161
G1602,Personnel de cuisine,5629B,Autres services de restauration n.c.a.,3214
G1602,Personnel de cuisine,5630Z,Débits de boissons,3605
G1602,Personnel de cuisine,6832B,Supports juridiques de gestion de patrimoine immobilier,12
G1602,Personnel de cuisine,7010Z,Activités des sièges sociaux,2830
G1602,Personnel de cuisine,8422Z,Défense,6
G1602,Personnel de cuisine,9200Z,Organisation de jeux de hasard et d'argent,364
G1602,Personnel de cuisine,9311Z,Gestion d'installations sportives,216
G1602,Personnel de cuisine,9319Z,Autres activités liées au sport,154
G1602,Personnel de cuisine,9420Z,Activités des syndicats de salariés,106
G1603,Personnel polyvalent en restauration,5610A,Restauration traditionnelle,6592
G1603,Personnel polyvalent en restauration,5610B,Cafétérias et autres libres-services,390
G1603,Personnel polyvalent en restauration,5610C,Restauration de type rapide,6914
G1603,Personnel polyvalent en restauration,5629A,Restauration collective sous contrat,1909
G1603,Personnel polyvalent en restauration,5629B,Autres services de restauration n.c.a.,1794
G1603,Personnel polyvalent en restauration,8411Z,Administration publique générale,4002
G1603,Personnel polyvalent en restauration,9321Z,Activités des parcs d'attractions et parcs à thèmes,258
G1604,Fabrication de crêpes ou pizzas,5610A,Restauration traditionnelle,3207
G1604,Fabrication de crêpes ou pizzas,5610C,Restauration de type rapide,1275
G1604,Fabrication de crêpes ou pizzas,5630Z,Débits de boissons,229
G1605,Plonge en restauration,5510Z,Hôtels et hébergement similaire,3169
G1605,Plonge en restauration,5610A,Restauration traditionnelle,9173
G1605,Plonge en restauration,5629B,Autres services de restauration n.c.a.,878
G1605,Plonge en restauration,8121Z,Nettoyage courant des bâtiments,2745
G1701,Conciergerie en hôtellerie,5510Z,Hôtels et hébergement similaire,256
G1701,Conciergerie en hôtellerie,5520Z,Hébergement touristique et autre hébergement de courte durée,20
G1701,Conciergerie en hôtellerie,5610A,Restauration traditionnelle,31
G1702,Personnel du hall,5510Z,Hôtels et hébergement similaire,627
G1702,Personnel du hall,5610A,Restauration traditionnelle,118
G1702,Personnel du hall,5630Z,Débits de boissons,19
G1703,Réception en hôtellerie,5510Z,Hôtels et hébergement similaire,10299
G1703,Réception en hôtellerie,5520Z,Hébergement touristique et autre hébergement de courte durée,1799
G1703,Réception en hôtellerie,5530Z,Terrains de camping et parcs pour caravanes ou véhicules de loisirs,1183
G1703,Réception en hôtellerie,5610A,Restauration traditionnelle,1727
G1801,"Café, bar brasserie",5510Z,Hôtels et hébergement similaire,4000
G1801,"Café, bar brasserie",5610A,Restauration traditionnelle,20460
G1801,"Café, bar brasserie",5630Z,Débits de boissons,5529
G1801,"Café, bar brasserie",9200Z,Organisation de jeux de hasard et d'argent,276
G1802,Management du service en restauration,5510Z,Hôtels et hébergement similaire,2038
G1802,Management du service en restauration,5610A,Restauration traditionnelle,5015
G1802,Management du service en restauration,5621Z,Services des traiteurs,1321
G1802,Management du service en restauration,5629A,Restauration collective sous contrat,3249
G1803,Service en restauration,0321Z,Aquaculture en mer,25
G1803,Service en restauration,1071B,Cuisson de produits de boulangerie,170
G1803,Service en restauration,4723Z,"Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé",65
G1803,Service en restauration,4724Z,"Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé",218
G1803,Service en restauration,4725Z,Commerce de détail de boissons en magasin spécialisé,154
G1803,Service en restauration,4726Z,Commerce de détail de produits à base de tabac en magasin spécialisé,104
G1803,Service en restauration,4781Z,Commerce de détail alimentaire sur éventaires et marchés,197
G1803,Service en restauration,5030Z,Transports fluviaux de passagers,48
G1803,Service en restauration,5510Z,Hôtels et hébergement similaire,13098
G1803,Service en restauration,5520Z,Hébergement touristique et autre hébergement de courte durée,1692
G1803,Service en restauration,5610A,Restauration traditionnelle,48196
G1803,Service en restauration,5610B,Cafétérias et autres libres-services,269
G1803,Service en restauration,5610C,Restauration de type rapide,6981
G1803,Service en restauration,5621Z,Services des traiteurs,2356
G1803,Service en restauration,5629A,Restauration collective sous contrat,1847
G1803,Service en restauration,5629B,Autres services de restauration n.c.a.,539
G1803,Service en restauration,5630Z,Débits de boissons,5008
G1803,Service en restauration,7010Z,Activités des sièges sociaux,2948
G1803,Service en restauration,9200Z,Organisation de jeux de hasard et d'argent,492
G1803,Service en restauration,9311Z,Gestion d'installations sportives,302
G1803,Service en restauration,9321Z,Activités des parcs d'attractions et parcs à thèmes,280
G1804,Sommellerie,4725Z,Commerce de détail de boissons en magasin spécialisé,155
G1804,Sommellerie,5510Z,Hôtels et hébergement similaire,341
G1804,Sommellerie,5610A,Restauration traditionnelle,545
H1101,Assistance et support technique client,6202A,Conseil en systèmes et logiciels informatiques,85
H1101,Assistance et support technique client,7022Z,Conseil pour les affaires et autres conseils de gestion,37
H1101,Assistance et support technique client,7112B,"Ingénierie, études techniques",84
H1102,Management et ingénierie d'affaires,6202A,Conseil en systèmes et logiciels informatiques,297
H1102,Management et ingénierie d'affaires,7022Z,Conseil pour les affaires et autres conseils de gestion,248
H1102,Management et ingénierie d'affaires,7112B,"Ingénierie, études techniques",981
H1201,Expertise technique couleur en industrie,1511Z,Apprêt et tannage des cuirs ; préparation et teinture des fourrures,4
H1201,Expertise technique couleur en industrie,2030Z,"Fabrication de peintures, vernis, encres et mastics",22
H1201,Expertise technique couleur en industrie,2042Z,Fabrication de parfums et de produits pour la toilette,51
H1202,Conception et dessin de produits électriques et électroniques,3320C,Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels,33
H1202,Conception et dessin de produits électriques et électroniques,4321A,Travaux d'installation électrique dans tous locaux,544
H1202,Conception et dessin de produits électriques et électroniques,7112B,"Ingénierie, études techniques",395
H1203,Conception et dessin produits mécaniques,2511Z,Fabrication de structures métalliques et de parties de structures,339
H1203,Conception et dessin produits mécaniques,2529Z,"Fabrication d'autres réservoirs, citernes et conteneurs métalliques",25
H1203,Conception et dessin produits mécaniques,2562B,Mécanique industrielle,412
H1203,Conception et dessin produits mécaniques,2573A,Fabrication de moules et modèles,49
H1203,Conception et dessin produits mécaniques,2821Z,Fabrication de fours et brûleurs,28
H1203,Conception et dessin produits mécaniques,2829A,"Fabrication d'équipements d'emballage, de conditionnement et de pesage",69
H1203,Conception et dessin produits mécaniques,2841Z,Fabrication de machines-outils pour le travail des métaux,45
H1203,Conception et dessin produits mécaniques,2893Z,Fabrication de machines pour l'industrie agro-alimentaire,103
H1203,Conception et dessin produits mécaniques,2894Z,Fabrication de machines pour les industries textiles,23
H1203,Conception et dessin produits mécaniques,2896Z,Fabrication de machines pour le travail du caoutchouc ou des plastiques,18
H1203,Conception et dessin produits mécaniques,2899B,Fabrication d'autres machines spécialisées,127
H1203,Conception et dessin produits mécaniques,7112B,"Ingénierie, études techniques",2387
H1204,Design industriel,7022Z,Conseil pour les affaires et autres conseils de gestion,81
H1204,Design industriel,7112B,"Ingénierie, études techniques",117
H1204,Design industriel,7311Z,Activités des agences de publicité,84
H1205,Études - modèles en industrie des matériaux souples,1412Z,Fabrication de vêtements de travail,23
H1205,Études - modèles en industrie des matériaux souples,1413Z,Fabrication de vêtements de dessus,349
H1205,Études - modèles en industrie des matériaux souples,1439Z,Fabrication d'autres articles à mailles,17
H1205,Études - modèles en industrie des matériaux souples,4642Z,Commerce de gros (commerce interentreprises) d'habillement et de chaussures,129
H1205,Études - modèles en industrie des matériaux souples,4771Z,Commerce de détail d'habillement en magasin spécialisé,177
H1206,"Management et ingénierie études, recherche et développement industriel",1062Z,Fabrication de produits amylacés,16
H1206,"Management et ingénierie études, recherche et développement industriel",2013B,Fabrication d'autres produits chimiques inorganiques de base n.c.a.,34
H1206,"Management et ingénierie études, recherche et développement industriel",2014Z,Fabrication d'autres produits chimiques organiques de base,97
H1206,"Management et ingénierie études, recherche et développement industriel",2445Z,Métallurgie des autres métaux non ferreux,40
H1206,"Management et ingénierie études, recherche et développement industriel",2611Z,Fabrication de composants électroniques,199
H1206,"Management et ingénierie études, recherche et développement industriel",2651A,Fabrication d'équipements d'aide à la navigation,93
H1206,"Management et ingénierie études, recherche et développement industriel",2651B,Fabrication d'instrumentation scientifique et technique,148
H1206,"Management et ingénierie études, recherche et développement industriel",2670Z,Fabrication de matériels optique et photographique,23
H1206,"Management et ingénierie études, recherche et développement industriel",2931Z,Fabrication d'équipements électriques et électroniques automobiles,88
H1206,"Management et ingénierie études, recherche et développement industriel",3011Z,Construction de navires et de structures flottantes,73
H1206,"Management et ingénierie études, recherche et développement industriel",3030Z,Construction aéronautique et spatiale,478
H1206,"Management et ingénierie études, recherche et développement industriel",3512Z,Transport d'électricité,13
H1206,"Management et ingénierie études, recherche et développement industriel",6202A,Conseil en systèmes et logiciels informatiques,1746
H1206,"Management et ingénierie études, recherche et développement industriel",7112B,"Ingénierie, études techniques",3850
H1206,"Management et ingénierie études, recherche et développement industriel",7120B,"Analyses, essais et inspections techniques",409
H1206,"Management et ingénierie études, recherche et développement industriel",7211Z,Recherche-développement en biotechnologie,254
H1206,"Management et ingénierie études, recherche et développement industriel",7219Z,Recherche-développement en autres sciences physiques et naturelles,1459
H1206,"Management et ingénierie études, recherche et développement industriel",7220Z,Recherche-développement en sciences humaines et sociales,273
H1206,"Management et ingénierie études, recherche et développement industriel",7490B,"Activités spécialisées, scientifiques et techniques diverses",246
H1207,Rédaction technique,6202A,Conseil en systèmes et logiciels informatiques,20
H1207,Rédaction technique,7022Z,Conseil pour les affaires et autres conseils de gestion,13
H1207,Rédaction technique,7112B,"Ingénierie, études techniques",84
H1208,Intervention technique en études et conception en automatisme,4321A,Travaux d'installation électrique dans tous locaux,183
H1208,Intervention technique en études et conception en automatisme,6202A,Conseil en systèmes et logiciels informatiques,109
H1208,Intervention technique en études et conception en automatisme,7112B,"Ingénierie, études techniques",399
H1209,Intervention technique en études et développement électronique,4321A,Travaux d'installation électrique dans tous locaux,152
H1209,Intervention technique en études et développement électronique,6202A,Conseil en systèmes et logiciels informatiques,53
H1209,Intervention technique en études et développement électronique,7112B,"Ingénierie, études techniques",183
H1210,"Intervention technique en études, recherche et développement",2012Z,Fabrication de colorants et de pigments,21
H1210,"Intervention technique en études, recherche et développement",2110Z,Fabrication de produits pharmaceutiques de base,62
H1210,"Intervention technique en études, recherche et développement",2120Z,Fabrication de préparations pharmaceutiques,380
H1210,"Intervention technique en études, recherche et développement",7120B,"Analyses, essais et inspections techniques",502
H1210,"Intervention technique en études, recherche et développement",7211Z,Recherche-développement en biotechnologie,149
H1210,"Intervention technique en études, recherche et développement",7219Z,Recherche-développement en autres sciences physiques et naturelles,716
H1210,"Intervention technique en études, recherche et développement",8690C,Centres de collecte et banques d'organes,91
H1301,Inspection de conformité,4669B,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,20
H1301,Inspection de conformité,7112B,"Ingénierie, études techniques",80
H1301,Inspection de conformité,7120B,"Analyses, essais et inspections techniques",55
H1302,Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels,7022Z,Conseil pour les affaires et autres conseils de gestion,153
H1302,Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels,7112B,"Ingénierie, études techniques",618
H1302,Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels,8411Z,Administration publique générale,138
H1303,Intervention technique en Hygiène Sécurité Environnement -HSE- industriel,2013A,Enrichissement et retraitement de matières nucléaires,25
H1303,Intervention technique en Hygiène Sécurité Environnement -HSE- industriel,2446Z,Élaboration et transformation de matières nucléaires,22
H1303,Intervention technique en Hygiène Sécurité Environnement -HSE- industriel,7112B,"Ingénierie, études techniques",333
H1303,Intervention technique en Hygiène Sécurité Environnement -HSE- industriel,7120B,"Analyses, essais et inspections techniques",147
H1303,Intervention technique en Hygiène Sécurité Environnement -HSE- industriel,7830Z,Autre mise à disposition de ressources humaines,166
H1401,Management et ingénierie gestion industrielle et logistique,3030Z,Construction aéronautique et spatiale,75
H1401,Management et ingénierie gestion industrielle et logistique,7022Z,Conseil pour les affaires et autres conseils de gestion,97
H1401,Management et ingénierie gestion industrielle et logistique,7112B,"Ingénierie, études techniques",232
H1402,Management et ingénierie méthodes et industrialisation,6202A,Conseil en systèmes et logiciels informatiques,113
H1402,Management et ingénierie méthodes et industrialisation,7022Z,Conseil pour les affaires et autres conseils de gestion,67
H1402,Management et ingénierie méthodes et industrialisation,7112B,"Ingénierie, études techniques",411
H1403,Intervention technique en gestion industrielle et logistique,2120Z,Fabrication de préparations pharmaceutiques,43
H1403,Intervention technique en gestion industrielle et logistique,3030Z,Construction aéronautique et spatiale,55
H1403,Intervention technique en gestion industrielle et logistique,7112B,"Ingénierie, études techniques",88
H1404,Intervention technique en méthodes et industrialisation,2562B,Mécanique industrielle,401
H1404,Intervention technique en méthodes et industrialisation,2573A,Fabrication de moules et modèles,38
H1404,Intervention technique en méthodes et industrialisation,2573B,Fabrication d'autres outillages,45
