code,ROME1,ROME2,ROME3,label,ROME
18839,D,15,02,Responsable de rayon produits frais,D1502
10270,D,15,03,Adjoint / Adjointe au chef de rayon produits non alimentaires,D1503
10280,D,15,03,Adjoint / Adjointe au responsable de rayon produits non alimentaires,D1503
12275,D,15,03,Chef de rayon bazar,D1503
12280,D,15,03,Chef de rayon bricolage,D1503
12283,D,15,03,Chef de rayon électroménager,D1503
12285,D,15,03,Chef de rayon équipement de la maison,D1503
12286,D,15,03,Chef de rayon équipement de la personne,D1503
12288,D,15,03,Chef de rayon hygiène et parfumerie,D1503
12289,D,15,03,Chef de rayon informatique,D1503
12290,D,15,03,Chef de rayon jardinerie et animalerie,D1503
12291,D,15,03,Chef de rayon jouets,D1503
12292,D,15,03,Chef de rayon librairie papeterie,D1503
12295,D,15,03,Chef de rayon photo image et son,D1503
12299,D,15,03,Chef de rayon produits culturels,D1503
12301,D,15,03,Chef de rayon produits non alimentaires,D1503
12303,D,15,03,Chef de rayon puériculture,D1503
12304,D,15,03,Chef de rayon sport,D1503
12306,D,15,03,Chef de rayon téléphonie,D1503
12307,D,15,03,Chef de rayon textile,D1503
16334,D,15,03,Manager / Manageuse de rayon produits non alimentaires,D1503
18840,D,15,03,Responsable de rayon produits non alimentaires,D1503
14259,D,15,04,Directeur / Directrice de grand magasin,D1504
14260,D,15,04,Directeur / Directrice de grande surface,D1504
14261,D,15,04,Directeur / Directrice de Grande Surface de Bricolage -GSB-,D1504
14262,D,15,04,Directeur / Directrice de Grande Surface Spécialisée -GSS-,D1504
14288,D,15,04,Directeur / Directrice de magasin à grande surface,D1504
14290,D,15,04,Directeur / Directrice de magasin de grande distribution,D1504
14321,D,15,04,Directeur / Directrice de réseau de la distribution,D1504
14332,D,15,04,Directeur / Directrice de supermarché,D1504
14338,D,15,04,Directeur / Directrice de zone de la distribution,D1504
14352,D,15,04,Directeur / Directrice d'enseigne de la grande distribution,D1504
14420,D,15,04,Directeur / Directrice d'hypermarché,D1504
14182,D,15,04,Directeur adjoint / Directrice adjointe d'hypermarché,D1504
14467,D,15,04,Directeur régional / Directrice régionale de supermarché,D1504
14472,D,15,04,Directeur régional / Directrice régionale d'hyper ou de supermarché,D1504
14473,D,15,04,Directeur régional / Directrice régionale d'hypermarché,D1504
18568,D,15,04,Responsable adjoint / adjointe de magasin de grande distribution,D1504
18843,D,15,04,Responsable de réseau de la distribution,D1504
19209,D,15,04,Responsable ventes de la distribution,D1504
19565,D,15,04,Superviseur / Superviseuse d'hypermarché ou de supermarché,D1504
11640,D,15,05,Caissier / Caissière,D1505
11643,D,15,05,Caissier / Caissière de parking,D1505
11644,D,15,05,Caissier / Caissière de station-service,D1505
11645,D,15,05,Caissier / Caissière en libre-service,D1505
38575,D,15,05,Caissier / Caissière en restauration,D1505
11646,D,15,05,Caissier / Caissière pompiste,D1505
11647,D,15,05,Caissier / Caissière roller,D1505
11648,D,15,05,Caissier / Caissière spectacle,D1505
15487,D,15,05,Hôte / Hôtesse de caisse,D1505
38655,D,15,05,Hôte / Hôtesse de caisse services clients,D1505
17598,D,15,05,Péager / Péagère,D1505
17599,D,15,05,Péagiste,D1505
38995,D,15,06,E-merchandiser,D1506
16389,D,15,06,Marchandiseur / Marchandiseuse,D1506
17355,D,15,06,Optimisateur / Optimisatrice de linéaires,D1506
18202,D,15,06,Promoteur / Promotrice de linéaires,D1506
18866,D,15,06,Responsable de service marchandisage,D1506
18867,D,15,06,Responsable de service merchandising,D1506
19130,D,15,06,Responsable merchandising,D1506
20085,D,15,06,Technicien / Technicienne en marchandisage,D1506
20088,D,15,06,Technicien / Technicienne en merchandising,D1506
14769,D,15,07,Employé / Employée de libre-service,D1507
14778,D,15,07,Employé / Employée de rayon,D1507
38100,D,15,07,Employé / Employée de rayon bazar,D1507
38118,D,15,07,Employé / Employée de rayon boucherie/charcuterie,D1507
38120,D,15,07,Employé / Employée de rayon boulangerie/pâtisserie,D1507
38102,D,15,07,Employé / Employée de rayon bricolage,D1507
38122,D,15,07,Employé / Employée de rayon crèmerie fromagerie,D1507
38103,D,15,07,Employé / Employée de rayon électroménager,D1507
38123,D,15,07,Employé / Employée de rayon épicerie,D1507
38105,D,15,07,Employé / Employée de rayon équipement de la maison,D1507
38107,D,15,07,Employé / Employée de rayon équipement de la personne,D1507
38124,D,15,07,Employé / Employée de rayon fruits et légumes,D1507
38109,D,15,07,Employé / Employée de rayon hygiène et parfumerie,D1507
38111,D,15,07,Employé / Employée de rayon informatique,D1507
38112,D,15,07,Employé / Employée de rayon jardinerie et animalerie,D1507
38113,D,15,07,Employé / Employée de rayon jouets,D1507
38098,D,15,07,Employé / Employée de rayon librairie papeterie,D1507
14779,D,15,07,Employé / Employée de rayon libre-service,D1507
38125,D,15,07,Employé / Employée de rayon liquides,D1507
38099,D,15,07,Employé / Employée de rayon photo image et son,D1507
38117,D,15,07,Employé / Employée de rayon poissonnerie,D1507
38114,D,15,07,Employé / Employée de rayon produits alimentaires,D1507
38115,D,15,07,Employé / Employée de rayon produits alimentaires hors produits frais,D1507
38101,D,15,07,Employé / Employée de rayon produits culturels,D1507
38116,D,15,07,Employé / Employée de rayon produits frais,D1507
38097,D,15,07,Employé / Employée de rayon produits non alimentaires,D1507
38119,D,15,07,Employé / Employée de rayon produits traiteur,D1507
38104,D,15,07,Employé / Employée de rayon puériculture,D1507
38106,D,15,07,Employé / Employée de rayon sport,D1507
38121,D,15,07,Employé / Employée de rayon surgelés,D1507
38108,D,15,07,Employé / Employée de rayon téléphonie,D1507
38110,D,15,07,Employé / Employée de rayon textile,D1507
14802,D,15,07,Employé / Employée en approvisionnement de rayon,D1507
14811,D,15,07,Employé polyvalent / Employée polyvalente de libre-service,D1507
10285,D,15,08,Adjoint / Adjointe chef de caisses,D1508
12077,D,15,08,Chef de caisses,D1508
12124,D,15,08,Chef de département caisses,D1508
12315,D,15,08,Chef de secteur caisses,D1508
16332,D,15,08,Manager / Manageuse de caisses,D1508
18674,D,15,08,Responsable de caisses,D1508
18770,D,15,08,Responsable de ligne de caisses,D1508
38673,D,15,09,Adjoint / Adjointe au responsable drive en grande distribution,D1509
12122,D,15,09,Chef de département alimentaire,D1509
12123,D,15,09,Chef de département bazar,D1509
12126,D,15,09,Chef de département en grande distribution,D1509
12130,D,15,09,Chef de département produits culturels,D1509
12131,D,15,09,Chef de département Produits de Grande Consommation -PGC-,D1509
12132,D,15,09,Chef de département produits frais,D1509
12133,D,15,09,Chef de département produits non alimentaires,D1509
12135,D,15,09,Chef de département textile,D1509
12164,D,15,09,Chef de groupe en grande distribution,D1509
12314,D,15,09,Chef de secteur bazar,D1509
12316,D,15,09,Chef de secteur commerce,D1509
12320,D,15,09,Chef de secteur distribution,D1509
12322,D,15,09,Chef de secteur en hypermarché,D1509
12324,D,15,09,Chef de secteur magasin,D1509
12325,D,15,09,Chef de secteur non alimentaire,D1509
12326,D,15,09,Chef de secteur produits alimentaires,D1509
12327,D,15,09,Chef de secteur Produits de Grande Consommation -PGC-,D1509
14253,D,15,09,Directeur / Directrice de divisions d'hypermarché,D1509
18666,D,15,09,Responsable de branche d'hypermarché,D1509
18702,D,15,09,Responsable de département en grande distribution,D1509
38674,D,15,09,Responsable drive en grande distribution,D1509
19072,D,15,09,Responsable espace culturel en grande distribution,D1509
19206,D,15,09,Responsable univers,D1509
11008,E,11,01,Animateur / Animatrice de communauté virtuelle,E1101
11016,E,11,01,Animateur / Animatrice de forum sur internet,E1101
11070,E,11,01,Animateur / Animatrice web,E1101
11884,E,11,01,Chargé / Chargée des relations avec les internautes,E1101
38383,E,11,01,Community manager,E1101
14563,E,11,01,E-commercial / E-commerciale,E1101
16718,E,11,01,Modérateur / Modératrice web,E1101
20725,E,11,01,Web commercial / commerciale,E1101
20731,E,11,01,Web vendeur / vendeuse,E1101
20733,E,11,01,Webmaster animateur / animatrice,E1101
10267,E,11,02,Adaptateur-traducteur / Adaptatrice-traductrice,E1102
11425,E,11,02,Auteur / Auteure carnettiste,E1102
11426,E,11,02,Auteur / Auteure de bande dessinée,E1102
11427,E,11,02,Auteur / Auteure dramatique,E1102
11430,E,11,02,Auteur / Auteure humoriste,E1102
11431,E,11,02,Auteur / Auteure littéraire,E1102
11428,E,11,02,Auteur écrivain / Auteure écrivaine,E1102
11429,E,11,02,Auteur écrivain / Auteure écrivaine multimédia,E1102
11432,E,11,02,Auteur-adaptateur / Auteure-adaptatrice,E1102
11519,E,11,02,Biographe,E1102
11520,E,11,02,Biographe littéraire,E1102
14164,E,11,02,Dialoguiste,E1102
14348,E,11,02,Directeur / Directrice d'écriture de scénario,E1102
14576,E,11,02,Ecrivain / Ecrivaine,E1102
14577,E,11,02,Ecrivain public / Ecrivaine publique,E1102
14886,E,11,02,Essayiste,E1102
16182,E,11,02,Librettiste,E1102
17563,E,11,02,Parolier / Parolière,E1102
17856,E,11,02,Poète / Poétesse,E1102
19273,E,11,02,Romancier / Romancière,E1102
19319,E,11,02,Scénariste,E1102
20736,E,11,02,Writer designer,E1102
11222,E,11,03,Assistant / Assistante de communication,E1103
11318,E,11,03,Assistant / Assistante parlementaire,E1103
11324,E,11,03,Assistant / Assistante relations presse,E1103
11325,E,11,03,Assistant / Assistante relations publiques,E1103
11397,E,11,03,Attaché / Attachée de presse,E1103
11780,E,11,03,Chargé / Chargée de communication,E1103
11781,E,11,03,Chargé / Chargée de communication externe,E1103
11782,E,11,03,Chargé / Chargée de communication interne,E1103
38962,E,11,03,Chargé / Chargée de communication on line,E1103
11783,E,11,03,Chargé / Chargée de communication scientifique,E1103
11784,E,11,03,Chargé / Chargée de communication sociale,E1103
38963,E,11,03,Chargé / Chargée de communication web,E1103
11835,E,11,03,Chargé / Chargée de presse,E1103
11886,E,11,03,Chargé / Chargée des relations extérieures,E1103
11887,E,11,03,Chargé / Chargée des relations presse,E1103
11888,E,11,03,Chargé / Chargée des relations publiques,E1103
38778,E,11,03,Chargé / Chargée des relations publiques digitales,E1103
12539,E,11,03,Chef du service d'information et de communication,E1103
13411,E,11,03,Conseiller / Conseillère en communication,E1103
13485,E,11,03,Conseiller / Conseillère technique en communication,E1103
13525,E,11,03,Consultant / Consultante en communication,E1103
38817,E,11,03,Consultant / Consultante en e-réputation,E1103
13713,E,11,03,Coordonnateur / Coordonnatrice des relations internationales,E1103
14263,E,11,03,Directeur / Directrice de la communication,E1103
16210,E,11,03,Lobbyiste,E1103
18349,E,11,03,Rédacteur / Rédactrice des débats,E1103
18691,E,11,03,Responsable de communication en entreprise,E1103
18692,E,11,03,Responsable de communication externe,E1103
18693,E,11,03,Responsable de communication interne,E1103
18725,E,11,03,Responsable de la communication,E1103
18776,E,11,03,Responsable de l'information et de la communication,E1103
18936,E,11,03,Responsable des relations extérieures,E1103
18937,E,11,03,Responsable des relations internes,E1103
18938,E,11,03,Responsable des relations presse,E1103
38779,E,11,03,Responsable des relations publiques digitales,E1103
19023,E,11,03,Responsable du service de presse,E1103
38818,E,11,03,Social media manager - Responsable des médias sociaux,E1103
19523,E,11,03,Sténographe des débats,E1103
20732,E,11,03,Webmaster chargé / chargée de communication,E1103
12109,E,11,04,Chef de création artistique communication multimédia,E1104
12157,E,11,04,Chef de groupe de création multimédia,E1104
12811,E,11,04,Concepteur / Conceptrice artistique communication multimédia,E1104
12816,E,11,04,Concepteur / Conceptrice de jeux vidéo,E1104
38797,E,11,04,Concepteur / Conceptrice de jeux web online,E1104
12826,E,11,04,Concepteur / Conceptrice en publicité,E1104
12833,E,11,04,Concepteur / Conceptrice multimédia,E1104
12835,E,11,04,Concepteur réalisateur / Conceptrice réalisatrice communication,E1104
12837,E,11,04,Concepteur rédacteur / Conceptrice rédactrice communication,E1104
12838,E,11,04,Concepteur rédacteur / Conceptrice rédactrice publicitaire,E1104
38704,E,11,04,Directeur / Directrice artistique - jeux vidéo,E1104
14188,E,11,04,Directeur / Directrice artistique communication multimédia,E1104
38781,E,11,04,Directeur / Directrice artistique web,E1104
38705,E,11,04,Directeur / Directrice de création - jeux vidéo,E1104
14247,E,11,04,Directeur / Directrice de création communication multimédia,E1104
15184,E,11,04,Game designer - jeux vidéo,E1104
38780,E,11,04,Game designer - jeux web online,E1104
38707,E,11,04,Lead game designer - jeux vidéo,E1104
38706,E,11,04,Level designer - jeux vidéo,E1104
38798,E,11,04,Level designer - jeux web online,E1104
38964,E,11,04,Rédacteur / Rédactrice web,E1104
18695,E,11,04,Responsable de conception communication multimédia,E1104
20727,E,11,04,Webmaster concepteur / conceptrice de site web,E1104
11262,E,11,05,Assistant / Assistante d'édition,E1105
13466,E,11,05,Conseiller / Conseillère littéraire,E1105
14241,E,11,05,Directeur / Directrice de collection en édition,E1105
14349,E,11,05,Directeur / Directrice d'édition électronique et multimédia,E1105
14350,E,11,05,Directeur / Directrice d'édition en ligne,E1105
14372,E,11,05,Directeur / Directrice des publications,E1105
14440,E,11,05,Directeur / Directrice éditorial,E1105
14457,E,11,05,Directeur / Directrice littéraire,E1105
14579,E,11,05,Editeur / Editrice,E1105
14580,E,11,05,Editeur / Editrice junior,E1105
14581,E,11,05,Editeur / Editrice multimédia,E1105
16173,E,11,05,Lecteur / Lectrice,E1105
18819,E,11,05,Responsable de produits d'édition,E1105
18897,E,11,05,Responsable d'édition,E1105
19186,E,11,05,Responsable service édition,E1105
19383,E,11,05,Secrétaire d'édition,E1105
38996,E,11,06,Assistant / Assistante de rédaction,E1106
11865,E,11,06,Chargé / Chargée de rédaction,E1106
12311,E,11,06,Chef de rubrique,E1106
13749,E,11,06,Correspondant / Correspondante de Presse à l'étranger,E1106
13752,E,11,06,Correspondant local / Correspondante locale de la Presse,E1106
13847,E,11,06,"Critique d'art, cinéma, théâtre, littérature, musique",E1106
13879,E,11,06,Cyber-journaliste,E1106
14275,E,11,06,Directeur / Directrice de la rédaction,E1106
14421,E,11,06,Directeur / Directrice d'information,E1106
14582,E,11,06,Éditorialiste,E1106
14862,E,11,06,Envoyé spécial / Envoyée spéciale de Presse,E1106
15394,E,11,06,Grand reporter / Grande reportrice,E1106
16084,E,11,06,Journaliste,E1106
16085,E,11,06,Journaliste agencier / agencière,E1106
16086,E,11,06,Journaliste chargé / chargée de publication,E1106
16087,E,11,06,Journaliste de « communication de ville »,E1106
16088,E,11,06,Journaliste de presse audiovisuelle,E1106
16089,E,11,06,Journaliste de presse écrite,E1106
16090,E,11,06,Journaliste de presse radiophonique,E1106
16091,E,11,06,Journaliste d'entreprise,E1106
16093,E,11,06,Journaliste localier / localière,E1106
16092,E,11,06,Journaliste on line,E1106
16094,E,11,06,Journaliste présentateur / présentatrice radio,E1106
16095,E,11,06,Journaliste présentateur / présentatrice TV,E1106
16096,E,11,06,Journaliste rédacteur / rédactrice,E1106
16097,E,11,06,Journaliste reporter / reportrice d'images,E1106
16098,E,11,06,Journaliste scientifique,E1106
16099,E,11,06,Journaliste spécialisé / spécialisée,E1106
16100,E,11,06,Journaliste sportif / sportive,E1106
16101,E,11,06,Journaliste territorial / territoriale,E1106
16102,E,11,06,Journaliste Web,E1106
17730,E,11,06,Photojournaliste,E1106
17738,E,11,06,Pigiste,E1106
18348,E,11,06,Rédacteur / Rédactrice de presse,E1106
18350,E,11,06,Rédacteur / Rédactrice en chef,E1106
18351,E,11,06,Rédacteur en chef adjoint / Rédactrice en chef adjointe,E1106
18368,E,11,06,Rédacteur rewriter traducteur / Rédactrice rewriteuse traductrice,E1106
18389,E,11,06,Rédacteur traducteur / Rédactrice traductrice,E1106
18550,E,11,06,Reporter / Reportrice,E1106
18552,E,11,06,Reporter / Reportrice photographe,E1106
18551,E,11,06,Reporter dessinateur / Reportrice dessinatrice,E1106
18898,E,11,06,Responsable d'édition en presse,E1106
19058,E,11,06,Responsable éditorial / éditoriale,E1106
38965,E,11,06,Responsable éditorial / éditoriale on line,E1106
38966,E,11,06,Responsable éditorial / éditoriale web,E1106
19380,E,11,06,Secrétaire de rédaction,E1106
19381,E,11,06,Secrétaire de rédaction en Publication Assistée par Ordinateur -PAO-,E1106
19389,E,11,06,Secrétaire général / générale de la rédaction,E1106
19524,E,11,06,Sténographe rédacteur / rédactrice,E1106
20729,E,11,06,Webmaster éditorialiste,E1106
38733,E,11,07,Chef de projet évènementiel,E1107
13442,E,11,07,Conseiller / Conseillère en organisation de mariages,E1107
13444,E,11,07,Conseiller / Conseillère en organisation d'évènementiel de particuliers,E1107
17360,E,11,07,Organisateur / Organisatrice de manifestations,E1107
17361,E,11,07,Organisateur / Organisatrice de mariages et de séminaires,E1107
17362,E,11,07,Organisateur / Organisatrice de réceptions,E1107
17363,E,11,07,Organisateur / Organisatrice de soirées,E1107
18412,E,11,07,Régisseur / Régisseuse d'évènementiel,E1107
19075,E,11,07,Responsable évènement,E1107
20734,E,11,07,Wedding planner,E1107
38576,E,11,08,Chef de projets traduction,E1108
38151,E,11,08,Codeur / Codeuse Langue française Parlée Complétée - LPC,E1108
14966,E,11,08,Expert traducteur / Experte traductrice interprète,E1108
16043,E,11,08,Interprète,E1108
16044,E,11,08,Interprète d'affaires,E1108
16045,E,11,08,Interprète de conférences,E1108
16046,E,11,08,Interprète de contacts,E1108
16047,E,11,08,Interprète de liaison,E1108
16048,E,11,08,Interprète en langue des signes,E1108
16049,E,11,08,Interprète-traducteur / Interprète-traductrice,E1108
20408,E,11,08,Traducteur / Traductrice,E1108
20409,E,11,08,Traducteur / Traductrice audiovisuel,E1108
20410,E,11,08,Traducteur / Traductrice d'édition,E1108
20413,E,11,08,Traducteur / Traductrice littéraire,E1108
20415,E,11,08,Traducteur / Traductrice terminologue,E1108
20411,E,11,08,Traducteur expert / Traductrice experte,E1108
20412,E,11,08,Traducteur expert / Traductrice experte judiciaire,E1108
20414,E,11,08,Traducteur technique / Traductrice technique,E1108
20416,E,11,08,Traducteur-interprète / Traductrice-interprète,E1108
20417,E,11,08,Traducteur-réviseur / Traductrice-réviseuse,E1108
38967,E,11,08,Transcripteur adaptateur / Transcriptrice adaptatrice de documents spécialisés,E1108
11321,E,12,01,Assistant / Assistante photographe,E1201
12376,E,12,01,Chef de studio de photographie,E1201
12590,E,12,01,Chef opérateur / opératrice photographe,E1201
17246,E,12,01,Opérateur / Opératrice photographe,E1201
17700,E,12,01,Photographe,E1201
17701,E,12,01,Photographe aérien / aérienne,E1201
17702,E,12,01,Photographe animalier / animalière,E1201
17703,E,12,01,Photographe créateur / créatrice,E1201
17704,E,12,01,Photographe culturel / culturelle,E1201
17705,E,12,01,Photographe d'architecture,E1201
17706,E,12,01,Photographe d'art,E1201
17707,E,12,01,Photographe de mode,E1201
17708,E,12,01,Photographe de plateau de tournage,E1201
17709,E,12,01,Photographe de portrait,E1201
17710,E,12,01,Photographe de presse,E1201
17711,E,12,01,Photographe de reportage,E1201
17712,E,12,01,Photographe de sport,E1201
17713,E,12,01,Photographe d'illustrations,E1201
17714,E,12,01,Photographe en industrie graphique,E1201
17715,E,12,01,Photographe filmeur / filmeuse,E1201
17716,E,12,01,Photographe généraliste,E1201
17717,E,12,01,Photographe illustrateur / illustratrice,E1201
17718,E,12,01,Photographe industriel / industrielle,E1201
17719,E,12,01,Photographe itinérant / itinérante,E1201
17720,E,12,01,Photographe médical / médicale,E1201
17721,E,12,01,Photographe opérateur-tireur / opératrice-tireuse,E1201
17722,E,12,01,Photographe publicitaire,E1201
17723,E,12,01,Photographe retoucheur / retoucheuse,E1201
17724,E,12,01,Photographe scientifique,E1201
17725,E,12,01,Photographe scolaire,E1201
17726,E,12,01,Photographe social / sociale,E1201
17727,E,12,01,Photographe tireur-agrandisseur / tireuse-agrandisseuse,E1201
10647,E,12,02,Agent / Agente d'encadrement de laboratoire cinématographique,E1202
12708,E,12,02,Colleur / Colleuse de films cinématographiques,E1202
13653,E,12,02,Contrôleur / Contrôleuse sensitométrique en traitement de films cinématographiques,E1202
13915,E,12,02,Dédoubleur / Dédoubleuse de films cinématographiques,E1202
13989,E,12,02,Dérusheur / Dérusheuse,E1202
14149,E,12,02,Développeur / Développeuse de négatifs de films cinématographiques,E1202
14151,E,12,02,Développeur / Développeuse de positifs de films cinématographiques,E1202
14768,E,12,02,Employé / Employée de laboratoire de tirage cinématographique,E1202
14887,E,12,02,Essuyeur / Essuyeuse de films cinématographiques,E1202
14904,E,12,02,Etalonneur / Etalonneuse de laboratoire cinématographique,E1202
16847,E,12,02,Monteur / Monteuse négatif de laboratoire cinématographique,E1202
16848,E,12,02,Monteur / Monteuse négatif d'édition cinématographique,E1202
16852,E,12,02,Monteur / Monteuse positif de laboratoire cinématographique,E1202
16853,E,12,02,Monteur / Monteuse premier positif,E1202
17105,E,12,02,Opérateur / Opératrice de laboratoire cinématographique,E1202
17107,E,12,02,Opérateur / Opératrice de laboratoire de tirage cinématographique,E1202
17162,E,12,02,Opérateur / Opératrice de télécinéma,E1202
17442,E,12,02,Ouvrier / Ouvrière de laboratoire cinématographique,E1202
18196,E,12,02,Projectionniste de laboratoire cinématographique,E1202
18757,E,12,02,Responsable de laboratoire cinématographique,E1202
18762,E,12,02,Responsable de laboratoire de tirage cinématographique,E1202
19219,E,12,02,Restaurateur / Restauratrice de films cinématographiques,E1202
19346,E,12,02,Sécheur / Sécheuse de films cinématographiques,E1202
19349,E,12,02,Sécheur / Sécheuse en laboratoire cinématographique,E1202
19798,E,12,02,Technicien / Technicienne de laboratoire de tirage cinématographique,E1202
20336,E,12,02,Tireur / Tireuse premier positif,E1202
20337,E,12,02,Tireur / Tireuse série de laboratoire cinématographique,E1202
20655,E,12,02,Vérificateur / Vérificatrice en laboratoire cinématographique,E1202
10648,E,12,03,Agent / Agente d'encadrement de laboratoire photographique,E1203
11240,E,12,03,Assistant / Assistante de laboratoire photographique,E1203
12181,E,12,03,Chef de laboratoire photographique,E1203
13652,E,12,03,Contrôleur / Contrôleuse sensisométrique en développement photographique,E1203
14150,E,12,03,Développeur / Développeuse de photographies,E1203
14158,E,12,03,Développeur-vendeur / Développeuse-vendeuse en photographies,E1203
14905,E,12,03,Etalonneur-filtreur / Etalonneuse-filtreuse en développement photographique,E1203
16144,E,12,03,Laborantin / Laborantine de laboratoire photographique,E1203
17108,E,12,03,Opérateur / Opératrice de laboratoire photographique,E1203
17121,E,12,03,Opérateur / Opératrice de minilaboratoire photographique,E1203
17317,E,12,03,Opérateur / Opératrice sur machines automatisées de développement photographique,E1203
18549,E,12,03,Repiqueur / Repiqueuse en tirage photographique,E1203
18765,E,12,03,Responsable de laboratoire photographique,E1203
18793,E,12,03,Responsable de minilaboratoire de tirage photographique,E1203
19241,E,12,03,Retoucheur / Retoucheuse de photos numériques,E1203
19246,E,12,03,Retoucheur / Retoucheuse en tirage photographique,E1203
19806,E,12,03,Technicien / Technicienne de laboratoire photographique,E1203
20335,E,12,03,Tireur / Tireuse en photographie,E1203
20338,E,12,03,Tireur-agrandisseur / Tireuse-agrandisseuse en photographie,E1203
20339,E,12,03,Tireur-agrandisseur / Tireuse-agrandisseuse noir et blanc en photographie,E1203
20340,E,12,03,Tireur-développeur / Tireuse-développeuse en photographie,E1203
20341,E,12,03,Tireur-filtreur / Tireuse-filtreuse en photographie,E1203
20452,E,12,03,Trieur-assembleur / Trieuse-assembleuse en photographie,E1203
12075,E,12,04,Chef de cabine de projection,E1204
12481,E,12,04,Chef d'équipe opérateur / opératrice de projection,E1204
12584,E,12,04,Chef opérateur / opératrice de projection,E1204
17156,E,12,04,Opérateur / Opératrice de projection,E1204
17260,E,12,04,Opérateur / Opératrice projectionniste,E1204
18195,E,12,04,Projectionniste,E1204
19200,E,12,04,Responsable technique de la projection,E1204
10328,E,12,05,Affichiste,E1205
10969,E,12,05,Animateur / Animatrice 2D,E1205
10970,E,12,05,Animateur / Animatrice 3D,E1205
12140,E,12,05,Chef de fabrication d'édition publicitaire,E1205
12375,E,12,05,Chef de studio de créations graphiques,E1205
12718,E,12,05,Coloriste numérique,E1205
13907,E,12,05,Décorateur / Décoratrice graphiste,E1205
13995,E,12,05,Designer / Designeuse d'interactivité,E1205
13999,E,12,05,Designer / Designeuse graphique,E1205
38782,E,12,05,Designer web mobile,E1205
14018,E,12,05,Dessinateur / Dessinatrice de bande dessinée,E1205
14023,E,12,05,Dessinateur / Dessinatrice de presse,E1205
14027,E,12,05,Dessinateur / Dessinatrice d'édition,E1205
14074,E,12,05,Dessinateur / Dessinatrice en publicité,E1205
14083,E,12,05,Dessinateur / Dessinatrice graphiste,E1205
15381,E,12,05,Gouacheur / Gouacheuse en films d'animation,E1205
38710,E,12,05,Graphiste 2 D,E1205
38709,E,12,05,Graphiste 2 D - jeux vidéo,E1205
38711,E,12,05,Graphiste 3 D,E1205
15395,E,12,05,Graphiste concepteur / conceptrice,E1205
15398,E,12,05,Graphiste multimédia,E1205
15509,E,12,05,Illustrateur / Illustratrice,E1205
15511,E,12,05,Illustrateur / Illustratrice graphiste,E1205
15559,E,12,05,Infographiste,E1205
38714,E,12,05,Infographiste 3 D,E1205
15560,E,12,05,Infographiste effets spéciaux,E1205
15561,E,12,05,Infographiste en image de synthèse,E1205
15562,E,12,05,Infographiste en multimédia,E1205
15563,E,12,05,Infographiste intégrateur / intégratrice,E1205
15564,E,12,05,Infographiste web master,E1205
16031,E,12,05,Intégrateur / Intégratrice graphiste,E1205
16032,E,12,05,Intégrateur / Intégratrice multimédia,E1205
16172,E,12,05,Layout man / woman,E1205
38708,E,12,05,Lead graphiste - jeux vidéo,E1205
16373,E,12,05,Maquettiste en arts graphiques,E1205
38713,E,12,05,Modeleur / Modeleuse 3 D,E1205
38712,E,12,05,Modeleur textureur / Modeleuse textureuse 3D - jeux vidéo,E1205
16708,E,12,05,Modélisateur / Modélisatrice 3D,E1205
18310,E,12,05,Réalisateur / Réalisatrice multimédia,E1205
19289,E,12,05,Roughman / Roughwoman en arts graphiques,E1205
38216,E,12,05,Stéréographe 3D,E1205
19532,E,12,05,Story boarder,E1205
20073,E,12,05,Technicien / Technicienne en image de synthèse 3D,E1205
20687,E,12,05,Vidéographiste,E1205
20726,E,12,05,Web designer,E1205
10823,E,13,01,Aide conducteur / conductrice de machines d'impression,E1301
11535,E,13,01,Bobineur / Bobineuse en industrie graphique,E1301
11547,E,13,01,Bobinier / Bobinière en industrie graphique,E1301
11550,E,13,01,Bobinier-receveur / Bobinière-receveuse en industrie graphique,E1301
12850,E,13,01,Conducteur / Conductrice 1 ou 2 couleurs sur machines à feuilles,E1301
12851,E,13,01,Conducteur / Conductrice 4 couleurs ou plus sur machines à bobines,E1301
12852,E,13,01,Conducteur / Conductrice 4 couleurs ou plus sur machines à feuilles,E1301
13060,E,13,01,Conducteur / Conductrice de machines à imprimer,E1301
13061,E,13,01,Conducteur / Conductrice de machines à imprimer complexe,E1301
13062,E,13,01,Conducteur / Conductrice de machines à imprimer offset,E1301
13067,E,13,01,Conducteur / Conductrice de machines à sérigraphier,E1301
13078,E,13,01,Conducteur / Conductrice de machines de flexographie,E1301
13088,E,13,01,Conducteur / Conductrice de machines d'impression,E1301
13090,E,13,01,Conducteur / Conductrice de machines feuilles en industrie graphique,E1301
13091,E,13,01,Conducteur / Conductrice de machines feuilles héliogravure,E1301
13092,E,13,01,Conducteur / Conductrice de machines feuilles offset,E1301
13093,E,13,01,Conducteur / Conductrice de machines feuilles typographie,E1301
13139,E,13,01,Conducteur / Conductrice de presses 4 couleurs,E1301
13147,E,13,01,Conducteur / Conductrice de presses numériques d'imprimerie,E1301
13173,E,13,01,Conducteur / Conductrice de rotatives,E1301
13166,E,13,01,Conducteur / Conductrice de rotatives blanchet-blanchet,E1301
13167,E,13,01,Conducteur / Conductrice de rotatives héliogravure,E1301
13168,E,13,01,Conducteur / Conductrice de rotatives monobobine impression continue,E1301
13169,E,13,01,Conducteur / Conductrice de rotatives monobobine multicouleur,E1301
